ID	Disease Name	MeSH Scope Note
D046290	Liver Abscess, Pyogenic	Single or multiple areas of PUS due to bacterial infection within the hepatic parenchyma. It can be caused by a variety of BACTERIA, local or disseminated from infections elsewhere such as in APPENDICITIS; CHOLECYSTITIS; PERITONITIS; and after LIVER TRANSPLANTATION.
D046349	Coproporphyria, Hereditary	An autosomal dominant porphyria that is due to a deficiency of COPROPORPHYRINOGEN OXIDASE in the LIVER, the sixth enzyme in the 8-enzyme biosynthetic pathway of HEME. Clinical features include both neurological symptoms and cutaneous lesions. Patients excrete increased levels of porphyrin precursors, 5-AMINOLEVULINATE and COPROPORPHYRINS.
D046350	Porphyria, Variegate	An autosomal dominant porphyria that is due to a deficiency of protoporphyrinogen oxidase (EC 1.3.3.4) in the LIVER, the seventh enzyme in the 8-enzyme biosynthetic pathway of HEME. Clinical features include both neurological symptoms and cutaneous lesions. Patients excrete increased levels of porphyrin precursors, COPROPORPHYRINS and protoporphyrinogen.
D046351	Protoporphyria, Erythropoietic	An autosomal dominant porphyria that is due to a deficiency of FERROCHELATASE (heme synthetase) in both the LIVER and the BONE MARROW, the last enzyme in the 8-enzyme biosynthetic pathway of HEME. Clinical features include mainly neurological symptoms, rarely cutaneous lesions, and elevated levels of protoporphyrin and COPROPORPHYRINS in the feces.
D046449	Hernia, Abdominal	A protrusion of abdominal structures through the retaining ABDOMINAL WALL. It involves two parts: an opening in the abdominal wall, and a hernia sac consisting of PERITONEUM and abdominal contents. Abdominal hernias include groin hernia (HERNIA, FEMORAL; HERNIA, INGUINAL) and VENTRAL HERNIA.
D046548	Pubic Symphysis Diastasis	Separation of the PUBIC SYMPHYSIS. It is an uncommon complication of CHILDBIRTH causing postpartum PAIN, but it can also arise from other causes.
D046589	CADASIL	A familial, cerebral arteriopathy mapped to chromosome 19q12, and characterized by the presence of granular deposits in small CEREBRAL ARTERIES producing ischemic STROKE; PSEUDOBULBAR PALSY; and multiple subcortical infarcts (CEREBRAL INFARCTION). CADASIL is an acronym for Cerebral Autosomal Dominant Arteriopathy with Subcortical Infarcts and Leukoencephalopathy. CADASIL differs from BINSWANGER DISEASE by the presence of MIGRAINE WITH AURA and usually by the lack of history of arterial HYPERTENSION. (From Bradley et al, Neurology in Clinical Practice, 2000, p1146)
D046608	Synkinesis	An involuntary movement accompanying a volitional movement. It often refers to facial movements that accompany FACIAL PARALYSIS.
D046628	Sphincter of Oddi Dysfunction	Organic or functional motility disorder involving the SPHINCTER OF ODDI and associated with biliary COLIC. Pathological changes are most often seen in the COMMON BILE DUCT sphincter, and less commonly the PANCREATIC DUCT sphincter.
D046648	Hematoma, Subdural, Intracranial	Accumulation of blood in the SUBDURAL SPACE over the CEREBRAL HEMISPHERE.
D046649	Hematoma, Subdural, Spinal	Subdural hematoma of the SPINAL CANAL.
D046728	Colitis, Microscopic	A condition characterized by chronic watery DIARRHEA of unknown origin, a normal COLONOSCOPY but abnormal histopathology on BIOPSY. This syndrome was first described in 1980 by Read and associates. Subtypes include COLLAGENOUS COLITIS and LYMPHOCYTIC COLITIS. Both have similar clinical symptoms and are distinguishable only by histology.
D046729	Colitis, Collagenous	A subtype of MICROSCOPIC COLITIS, characterized by chronic watery DIARRHEA of unknown origin, a normal COLONOSCOPY but abnormal histopathology on BIOPSY. Microscopic examination of biopsy samples taken from the COLON show larger-than-normal band of subepithelial COLLAGEN.
D046730	Colitis, Lymphocytic	A subtype of MICROSCOPIC COLITIS, characterized by chronic watery DIARRHEA of unknown origin, a normal COLONOSCOPY but abnormal histopathology on BIOPSY. Microscopic examination of biopsy samples taken from the COLON show infiltration of LYMPHOCYTES in the superficial EPITHELIUM and the underlying connective tissue (lamina propria).
D046748	Hematoma, Epidural, Spinal	A rare epidural hematoma in the spinal epidural space, usually due to a vascular malformation (CENTRAL NERVOUS SYSTEM VASCULAR MALFORMATIONS) or TRAUMA. Spontaneous spinal epidural hematoma is a neurologic emergency due to a rapidly evolving compressive MYELOPATHY.
D046768	Nesidioblastosis	An inherited autosomal recessive syndrome characterized by the disorganized formation of new islets in the PANCREAS and CONGENITAL HYPERINSULINISM. It is due to focal hyperplasia of pancreatic ISLET CELLS budding off from the ductal structures and forming new islets of Langerhans. Mutations in the islet cells involve the potassium channel gene KCNJ11 or the ATP-binding cassette transporter gene ABCC8, both on CHROMOSOME 11.
D046788	Patellofemoral Pain Syndrome	A syndrome characterized by retropatellar or peripatellar PAIN resulting from physical and biochemical changes in the patellofemoral joint. The pain is most prominent when ascending or descending stairs, squatting, or sitting with flexed knees. There is a lack of consensus on the etiology and treatment. The syndrome is often confused with (or accompanied by) CHONDROMALACIA PATELLAE, the latter describing a pathological condition of the CARTILAGE and not a syndrome.
D046789	Chondromalacia Patellae	A degeneration of the ARTICULAR CARTILAGE of the PATELLA, caused by a decrease in sulfated MUCOPOLYSACCHARIDES in the ground substance. When accompanied by pain, it is sometimes considered part of or confused with PATELLOFEMORAL PAIN SYNDROME.
D047268	Lingual Goiter	Pathological enlargement of the LINGUAL THYROID, ectopic thyroid tissue at the base of the TONGUE. It may cause upper AIRWAY OBSTRUCTION; DYSPHAGIA; or HYPOTHYROIDISM symptoms.
D047489	Preconception Injuries	Damages to reproductive health prior to conception (FERTILIZATION), a legal term for torts liability concerning environmental safety issues. Preconception injuries may involve either the male or the female, such as chromosomal mutations in the OVA or the SPERMATOZOA.
D047508	Massive Hepatic Necrosis	"Extensive and rapid death of parenchymal cells in the LIVER, often due to exposure to toxic materials or drug-induced injury. It is characterized by a soft, flabby, yellow-brown wrinkled, and shrunken liver. It was called ""acute yellow atrophy""."
D047688	Breast Cyst	A fluid-filled closed cavity or sac that is lined by an EPITHELIUM and found in the BREAST. It may appear as a single large cyst in one breast, multifocal, or bilateral in FIBROCYSTIC BREAST DISEASE.
D047708	Myofibroma	A benign tumor that consists chiefly of fibrous CONNECTIVE TISSUE, with variable numbers of MUSCLE CELLS forming portions of the neoplasm (From Stedman's, 27th ed).
D047728	Myopia, Degenerative	Excessive axial myopia associated with complications (especially posterior staphyloma and CHOROIDAL NEOVASCULARIZATION) that can lead to BLINDNESS.
D047748	Pituitary ACTH Hypersecretion	A disease of the PITUITARY GLAND characterized by the excess amount of ADRENOCORTICOTROPIC HORMONE secreted. This leads to hypersecretion of cortisol (HYDROCORTISONE) by the ADRENAL GLANDS resulting in CUSHING SYNDROME.
D047808	Adrenogenital Syndrome	Abnormal SEX DIFFERENTIATION or congenital DISORDERS OF SEX DEVELOPMENT caused by abnormal levels of steroid hormones expressed by the GONADS or the ADRENAL GLANDS, such as in CONGENITAL ADRENAL HYPERPLASIA and ADRENAL CORTEX NEOPLASMS. Due to abnormal steroid biosynthesis, clinical features include VIRILISM in females; FEMINIZATION in males; or precocious sexual development in children.
D047868	Pulmonary Sclerosing Hemangioma	A benign neoplasm of pneumocytes, cells of the PULMONARY ALVEOLI. Originally considered to be vascular in origin, it is now classified as an epithelial tumor with several elements, including solid cellular areas, papillary structure, sclerotic regions, and dilated blood-filled spaces resembling HEMANGIOMA.
D047928	Premature Birth	CHILDBIRTH before 37 weeks of PREGNANCY (259 days from the first day of the mother's last menstrual period, or 245 days after FERTILIZATION).
D048070	Fetal Nutrition Disorders	Disorders caused by nutritional imbalance, either overnutrition or undernutrition, in the FETUS in utero.
D048089	Pneumonia of Calves, Enzootic	Chronic endemic respiratory disease of dairy calves and an important component of bovine respiratory disease complex. It primarily affects calves up to six months of age and the etiology is multifactorial. Stress plus a primary viral infection is followed by a secondary bacterial infection. The latter is most commonly associated with PASTEURELLA MULTOCIDA producing a purulent BRONCHOPNEUMONIA. Sometimes present are MANNHEIMIA HAEMOLYTICA; HAEMOPHILUS SOMNUS and mycoplasma species.
D048090	Bovine Respiratory Disease Complex	A multifactorial disease of CATTLE resulting from complex interactions between environmental factors, host factors, and pathogens. The environmental factors act as stressors adversely affecting the IMMUNE SYSTEM and other host defenses and enhancing transmission of infecting agents.
D048550	Hepatic Insufficiency	Conditions in which the LIVER functions fall below the normal ranges. Severe hepatic insufficiency may cause LIVER FAILURE or DEATH. Treatment may include LIVER TRANSPLANTATION.
D048629	Micronuclei, Chromosome-Defective	Defective nuclei produced during the TELOPHASE of MITOSIS or MEIOSIS by lagging CHROMOSOMES or chromosome fragments derived from spontaneous or experimentally induced chromosomal structural changes.
D048909	Diabetes Complications	Conditions or pathological processes associated with the disease of diabetes mellitus. Due to the impaired control of BLOOD GLUCOSE level in diabetic patients, pathological processes develop in numerous tissues and organs including the EYE, the KIDNEY, the BLOOD VESSELS, and the NERVE TISSUE.
D048949	Labor Pain	Pain associated with OBSTETRIC LABOR in CHILDBIRTH. It is caused primarily by UTERINE CONTRACTION as well as pressure on the CERVIX; BLADDER; and the GASTROINTESTINAL TRACT. Labor pain mostly occurs in the ABDOMEN; the GROIN; and the BACK.
D048968	Morning Sickness	Symptoms of NAUSEA and VOMITING in pregnant women that usually occur in the morning during the first 2 to 3 months of PREGNANCY. Severe persistent vomiting during pregnancy is called HYPEREMESIS GRAVIDARUM.
D049068	Plagiocephaly, Nonsynostotic	A deformity of the SKULL that is not due to bone fusion (SYNOSTOSIS), such as craniosynostoses, and is characterized by an asymmetric skull and face. It is observed with an increased frequency in INFANTS after the adoption of supine sleeping recommendations to prevent SUDDEN INFANT DEATH SYNDROME.
D049188	Prenatal Injuries	Damages to the EMBRYO, MAMMALIAN or the FETUS before BIRTH. Damages can be caused by any factors including biological, chemical, or physical.
D049248	Decapitation	Traumatic or experimentally induced separation of the head from the body in an animal or human.
D049288	Muscular Dystrophies, Limb-Girdle	A heterogenous group of inherited muscular dystrophy that can be autosomal dominant or autosomal recessive. There are many forms (called LGMDs) involving genes encoding muscle membrane proteins such as the sarcoglycan (SARCOGLYCANS) complex that interacts with DYSTROPHIN. The disease is characterized by progressing wasting and weakness of the proximal muscles of arms and legs around the HIPS and SHOULDERS (the pelvic and shoulder girdles).
D049290	Tay-Sachs Disease, AB Variant	A progressive neurodegenerative disorder that begins with muscle weakness, then progresses to startle reaction, retardation and seizures. It is characterized by the accumulation of G(M2) GANGLIOSIDE in neurons that is caused by a lack of G(M2) ACTIVATOR PROTEIN function. The AB variant designation refers to the increase of both HEXOSAMINIDASE A and HEXOSAMINIDASE B in tissues that lack of G(M2) activator protein.
D049291	Seroma	Tumor-like sterile accumulation of serum in a tissue, organ, or cavity. It results from a tissue insult and is the product of tissue inflammation. It most commonly occurs following MASTECTOMY.
D049292	Leukoaraiosis	Non-specific white matter changes in the BRAIN, often seen after age 65. Changes include loss of AXONS; MYELIN pallor, GLIOSIS, loss of ependymal cells, and enlarged perivascular spaces. Leukoaraiosis is a risk factor for DEMENTIA and CEREBROVASCULAR DISORDERS.
D049309	Acanthoma	A neoplasm composed of squamous or epidermal cells.
D049310	Distal Myopathies	A heterogeneous group of genetic disorders characterized by progressive MUSCULAR ATROPHY and MUSCLE WEAKNESS beginning in the hands, the legs, or the feet. Most are adult-onset autosomal dominant forms. Others are autosomal recessive.
D049328	Mongolian Spot	A bluish-gray to gray-brown benign, melanocytic nevus found usually in the LUMBOSACRAL REGION of dark-skinned people, especially those of East Asian ancestry. It is usually congenital or appears shortly after birth, and disappears in childhood.
D049912	Growth Hormone-Secreting Pituitary Adenoma	A pituitary tumor that secretes GROWTH HORMONE. In humans, excess HUMAN GROWTH HORMONE leads to ACROMEGALY.
D049913	ACTH-Secreting Pituitary Adenoma	A pituitary adenoma which secretes ADRENOCORTICOTROPIN, leading to CUSHING DISEASE.
D049914	DNA Repair-Deficiency Disorders	Disorders resulting from defective DNA REPAIR processes or the associated cellular responses to DNA DAMAGE.
D049932	Nijmegen Breakage Syndrome	A chromosome instability syndrome resulting from a defective response to DNA double-strand breaks. In addition to characteristic FACIES and MICROCEPHALY, patients have a range of findings including RADIOSENSITIVITY, immunodeficiency, increased cancer risk, and growth retardation. Causative mutations occur in the NBS1 gene, located on human chromosome 8q21. NBS1 codes for nibrin, the key regulator protein of the R/M/N (RAD50/MRE11/NBS1) protein complex which senses and mediates cellular response to DNA DAMAGE caused by IONIZING RADIATION.
D049950	Hyperparathyroidism, Primary	A condition of abnormally elevated output of PARATHYROID HORMONE due to parathyroid HYPERPLASIA or PARATHYROID NEOPLASMS. It is characterized by the combination of HYPERCALCEMIA, phosphaturia, elevated renal 1,25-DIHYDROXYVITAMIN D3 synthesis, and increased BONE RESORPTION.
D049970	Graves Ophthalmopathy	An autoimmune disorder of the EYE, occurring in patients with Graves disease. Subtypes include congestive (inflammation of the orbital connective tissue), myopathic (swelling and dysfunction of the extraocular muscles), and mixed congestive-myopathic ophthalmopathy.
D050010	Hyperthyroxinemia, Familial Dysalbuminemic	An inherited autosomal dominant trait characterized by abnormally elevated levels of total serum THYROXINE; (T4) in euthyroid patients with abnormal SERUM ALBUMIN that binds T4 with enhanced affinity. The serum levels of free T4, free T3, and TSH are normal. It is one of several T4 abnormalities produced by non-thyroid disorder. This condition is due to mutations of the ALB gene on CHROMOSOME 4.
D050030	Andersen Syndrome	A form of inherited long QT syndrome (or LQT7) that is characterized by a triad of potassium-sensitive periodic paralysis, VENTRICULAR ECTOPIC BEATS, and abnormal features such as short stature, low-set ears, and SCOLIOSIS. It results from mutations of KCNJ2 gene which encodes a channel protein (INWARD RECTIFIER POTASSIUM CHANNELS) that regulates resting membrane potential.
D050031	Hashimoto Disease	Chronic autoimmune thyroiditis, characterized by the presence of high serum thyroid AUTOANTIBODIES; GOITER; and HYPOTHYROIDISM.
D050032	Postpartum Thyroiditis	Transient autoimmune thyroiditis occurring in the POSTPARTUM PERIOD. It is characterized by the presence of high titers of AUTOANTIBODIES against THYROID PEROXIDASE and THYROGLOBULIN. Clinical signs include the triphasic thyroid hormone pattern: beginning with THYROTOXICOSIS, followed with HYPOTHYROIDISM, then return to euthyroid state by 1 year postpartum.
D050033	Thyroid Dysgenesis	Defective development of the THYROID GLAND. This concept includes thyroid agenesis (aplasia), hypoplasia, or an ectopic gland. Clinical signs usually are those of CONGENITAL HYPOTHYROIDISM.
D050035	Sexual Infantilism	The permanent lack of SEXUAL DEVELOPMENT in an individual. This defect is usually observed at an age after expected PUBERTY.
D050072	White Heifer Disease	A congenital reproductive abnormality in white female offspring (heifers) in certain breeds of CATTLE, such as Belgian Blue and Shorthorn. The white color is inherited as a recessive trait which is associated with defects in the female reproductive tract (Muellerian system). These heifers are usually sterile.
D050090	Ovotesticular Disorders of Sex Development	Conditions of sexual ambiguity in which the individual possesses gonadal tissues of both sexes, tissues from the OVARY and the TESTIS. There can be a testis on one side and an ovary on the other (lateral), or there may be combined ovarian and testicular tissue (ovotestes) on each side (bilateral). The karyotype may be 46,XX; 46,XY; or a mosaic of 46,XX/46,XY. These disorders have historically been called true hermaphroditism.
D050171	Dyslipidemias	Abnormalities in the serum levels of LIPIDS, including overproduction or deficiency. Abnormal serum lipid profiles may include high total CHOLESTEROL, high TRIGLYCERIDES, low HIGH DENSITY LIPOPROTEIN CHOLESTEROL, and elevated LOW DENSITY LIPOPROTEIN CHOLESTEROL.
D050174	Genetic Diseases, Y-Linked	Genetic diseases that are linked to mutant ALLELES on the Y CHROMOSOME in humans (Y CHROMOSOME, HUMAN) or the Y chromosome in other species. Included here are animal models of human Y-linked diseases.
D050177	Overweight	"A status with BODY WEIGHT that is above certain standards. In the scale of BODY MASS INDEX, overweight is defined as having a BMI of 25.0-29.9 kg/m2. Overweight may or may not be due to increases in body fat (ADIPOSE TISSUE), hence overweight does not equal ""over fat""."
D050197	Atherosclerosis	A thickening and loss of elasticity of the walls of ARTERIES that occurs with formation of ATHEROSCLEROTIC PLAQUES within the ARTERIAL INTIMA.
D050336	Mulibrey Nanism	Growth failure from birth that is due to mutations in a gene (TRIM37) on chromosome 17q22-q23 which encodes a RING-B-box-coiled-coil protein.
D050379	Arteriolosclerosis	Thickening of the walls of small ARTERIES or ARTERIOLES due to cell proliferation or HYALINE deposition.
D050380	Monckeberg Medial Calcific Sclerosis	Thickening and loss of elasticity of the walls of muscular ARTERIES due to calcification of the TUNICA MEDIA, the concentric layers of helically arranged SMOOTH MUSCLE CELLS.
D050398	Adamantinoma	A locally aggressive, osteolytic neoplasm of the long bones, probably of epithelial origin and most often involving the TIBIA.
D050488	Hallux Varus	Displacement of the great toe (HALLUX) towards the midline or away from the other TOES. It can be congenital or acquired.
D050489	Bunion, Tailor's	Abnormal swelling of the outer aspect of the fifth metatarsal head affecting the fifth METATARSOPHALANGEAL JOINT.
D050497	Stillbirth	The event that a FETUS is born dead or stillborn.
D050500	Pancreatitis, Chronic	INFLAMMATION of the PANCREAS that is characterized by recurring or persistent ABDOMINAL PAIN with or without STEATORRHEA or DIABETES MELLITUS. It is characterized by the irregular destruction of the pancreatic parenchyma which may be focal, segmental, or diffuse.
D050723	Fractures, Bone	Breaks in bones.
D050724	Fractures, Cartilage	Breaks in CARTILAGE.
D050738	Mesomycetozoea Infections	Infections by MESOMYCETOZOEA, general or unspecified.
D050798	SUNCT Syndrome	A primary headache disorder that is characterized by frequent short-lasting, unilateral, neuralgiform pain attacks in the ocular area, with CONJUNCTIVA fluid-filling and tearing. SUNCT syndrome is usually resistant to treatment.
D050805	Wandering Spleen	A congenital or acquired condition in which the SPLEEN is not in its normal anatomical position but moves about in the ABDOMEN. This is due to laxity or absence of suspensory ligaments which normally provide peritoneal attachments to keep the SPLEEN in a fixed position. Clinical symptoms include ABDOMINAL PAIN, splenic torsion and ISCHEMIA.
D050815	Fractures, Compression	Crumbling or smashing of cancellous BONE by forces acting parallel to the long axis of bone. It is applied particularly to vertebral body fractures (SPINAL FRACTURES). (Blauvelt and Nelson, A Manual of Orthopedic Terminology, 1994, p4)
D051261	Granulomatosis, Orofacial	A condition characterized by persistent or recurrent labial enlargement, ORAL ULCER, and other orofacial manifestations in the absence of identifiable CROHN DISEASE; or SARCOIDOSIS. Among experts there is disagreement on whether orofacial granulomatosis is a distinct clinical disorder or an initial presentation of Crohn disease.
D051270	Headache Disorders, Primary	Conditions in which the primary symptom is HEADACHE and the headache cannot be attributed to any known causes.
D051271	Headache Disorders, Secondary	Conditions with HEADACHE symptom that can be attributed to a variety of causes including BRAIN VASCULAR DISORDERS; WOUNDS AND INJURIES; INFECTION; drug use or its withdrawal.
D051298	Post-Traumatic Headache	Secondary headache attributed to TRAUMA of the HEAD and/or the NECK.
D051299	Post-Dural Puncture Headache	A secondary headache disorder attributed to low CEREBROSPINAL FLUID pressure caused by SPINAL PUNCTURE, usually after dural or lumbar puncture.
D051302	Paroxysmal Hemicrania	A primary headache disorder that is similar to the CLUSTER HEADACHE with unilateral head pain, but differs by its multiple short severe attacks. It is usually seen in females, and may be responsive to non-steroidal-anti-inflammatory drugs (NSAIDS).
D051303	Trigeminal Autonomic Cephalalgias	Primary headache disorders that show symptoms caused by the activation of the AUTONOMIC NERVOUS SYSTEM of the TRIGEMINAL NERVE. These autonomic features include redness and tearing of the EYE, nasal congestion or discharge, facial SWEATING and other symptoms. Most subgroups show unilateral cranial PAIN.
D051346	Mobility Limitation	Difficulty in walking from place to place.
D051359	Lymphohistiocytosis, Hemophagocytic	A group of related disorders characterized by LYMPHOCYTOSIS; HISTIOCYTOSIS; and hemophagocytosis. The two major forms are familial and reactive.
D051436	Renal Insufficiency, Chronic	Conditions in which the KIDNEYS perform below the normal level for more than three months. Chronic kidney insufficiency is classified by five stages according to the decline in GLOMERULAR FILTRATION RATE and the degree of kidney damage (as measured by the level of PROTEINURIA). The most severe form is the end-stage renal disease (CHRONIC KIDNEY FAILURE). (Kidney Foundation: Kidney Disease Outcome Quality Initiative, 2002)
D051437	Renal Insufficiency	Conditions in which the KIDNEYS perform below the normal level in the ability to remove wastes, concentrate URINE, and maintain ELECTROLYTE BALANCE; BLOOD PRESSURE; and CALCIUM metabolism. Renal insufficiency can be classified by the degree of kidney damage (as measured by the level of PROTEINURIA) and reduction in GLOMERULAR FILTRATION RATE.
D051474	Neuralgia, Postherpetic	Pain in nerves, frequently involving facial SKIN, resulting from the activation the latent varicella-zoster virus (HERPESVIRUS 3, HUMAN). The two forms of the condition preceding the pain are HERPES ZOSTER OTICUS; and HERPES ZOSTER OPHTHALMICUS. Following the healing of the rashes and blisters, the pain sometimes persists.
D051516	Hemospermia	Blood in the SEMEN, usually due to INFLAMMATION of the PROSTATE, the SEMINAL VESICLES, or both.
D051527	Odontogenic Tumor, Squamous	A well-differentiated, benign, hamartomatous proliferation of odontogenic epithelium, probably arising from the rests of Malassez.
D051556	Hyperbilirubinemia, Neonatal	Accumulation of BILIRUBIN, a breakdown product of HEME PROTEINS, in the BLOOD during the first weeks of life. This may lead to NEONATAL JAUNDICE. The excess bilirubin may exist in the unconjugated (indirect) or the conjugated (direct) form. The condition may be self-limiting (PHYSIOLOGICAL NEONATAL JAUNDICE) or pathological with toxic levels of bilirubin.
D051642	Histiocytoma	A neoplasm containing HISTIOCYTES. Important forms include BENIGN FIBROUS HISTIOCYTOMA; and MALIGNANT FIBROUS HISTIOCYTOMA.
D051677	Histiocytoma, Malignant Fibrous	The most commonly diagnosed soft tissue sarcoma. It is a neoplasm with a fibrohistiocytic appearance found chiefly in later adult life, with peak incidence in the 7th decade.
D051799	Delayed Graft Function	General dysfunction of an organ occurring immediately following its transplantation. The term most frequently refers to renal dysfunction following KIDNEY TRANSPLANTATION.
D052016	Mucositis	An INFLAMMATION of the MUCOSA with burning or tingling sensation. It is characterized by atrophy of the squamous EPITHELIUM, vascular damage, inflammatory infiltration, and ulceration. It usually occurs at the mucous lining of the MOUTH, the GASTROINTESTINAL TRACT or the airway due to chemical irritations, CHEMOTHERAPY, or radiation therapy (RADIOTHERAPY).
D052065	Vaginismus	Recurrent or persistent involuntary SPASM of the outer muscles of the VAGINA, occurring during vaginal penetration.
D052120	Glycogen Storage Disease Type IIb	An X-linked dominant multisystem disorder resulting in cardiomyopathy, myopathy and INTELLECTUAL DISABILITY. It is caused by mutation in the gene encoding LYSOSOMAL-ASSOCIATED MEMBRANE PROTEIN 2.
D052159	Frasier Syndrome	A syndrome characterized by CHRONIC KIDNEY FAILURE and GONADAL DYSGENESIS in phenotypic females with karyotype of 46,XY or female individual with a normal 46,XX karyotype. It is caused by donor splice-site mutations of Wilms tumor suppressor gene (GENES, WILMS TUMOR) on chromosome 11.
D052177	Kidney Diseases, Cystic	A heterogeneous group of hereditary and acquired disorders in which the KIDNEY contains one or more CYSTS unilaterally or bilaterally (KIDNEY, CYSTIC).
D052178	Cephalopelvic Disproportion	A condition in which the HEAD of the FETUS is larger than the mother's PELVIS through which the fetal head must pass during a vaginal delivery.
D052202	Hydrocolpos	A fluid-filled VAGINA that is obstructed.
D052245	Usher Syndromes	Autosomal recessive hereditary disorders characterized by congenital SENSORINEURAL HEARING LOSS and RETINITIS PIGMENTOSA. Genetically and symptomatically heterogeneous, clinical classes include type I, type II, and type III. Their severity, age of onset of retinitis pigmentosa and the degree of vestibular dysfunction are variable.
D052256	Tendinopathy	Clinical syndrome describing overuse tendon injuries characterized by a combination of PAIN, diffuse or localized swelling, and impaired performance.
D052439	Lipid Metabolism Disorders	Pathological conditions resulting from abnormal anabolism or catabolism of lipids in the body.
D052456	Hypoalphalipoproteinemias	Conditions with abnormally low levels of ALPHA-LIPOPROTEINS (high-density lipoproteins) in the blood. Hypoalphalipoproteinemia can be associated with mutations in genes encoding APOLIPOPROTEIN A-I; LECITHIN CHOLESTEROL ACYLTRANSFERASE; and ATP-BINDING CASSETTE TRANSPORTERS.
D052476	Hypobetalipoproteinemia, Familial, Apolipoprotein B	An autosomal dominant disorder of lipid metabolism. It is caused by mutations of APOLIPOPROTEINS B, main components of CHYLOMICRONS and BETA-LIPOPROTEINS (low density lipoproteins or LDL). Features include abnormally low LDL, normal triglyceride level, and dietary fat malabsorption.
D052496	Lipodystrophy, Familial Partial	Inherited conditions characterized by the partial loss of ADIPOSE TISSUE, either confined to the extremities with normal or increased fat deposits on the face, neck and trunk (type 1), or confined to the loss of SUBCUTANEOUS FAT from the limbs and trunk (type 2). Type 3 is associated with mutation in the gene encoding PEROXISOME PROLIFERATOR-ACTIVATED RECEPTOR GAMMA.
D052497	Lipodystrophy, Congenital Generalized	Congenital disorders, usually autosomal recessive, characterized by severe generalized lack of ADIPOSE TISSUE, extreme INSULIN RESISTANCE, and HYPERTRIGLYCERIDEMIA.
D052516	Sulfatidosis	A group of inherited metabolic disorders characterized by the intralysosomal accumulation of sulfur-containing lipids (SULFATIDES), including SULFOGLYCOSPHINGOLIPIDS normally found in the MYELIN SHEATH of the brain. These disorders are caused by defective degradative enzymes leading to substrate accumulation (or storage).
D052517	Multiple Sulfatase Deficiency Disease	An inherited metabolic disorder characterized by the intralysosomal accumulation of sulfur-containing lipids (sulfatides) and MUCOPOLYSACCHARIDES. Excess levels of both substrates are present in urine. This is a disorder of multiple sulfatase (arylsulfatases A, B, and C) deficiency which is caused by the mutation of sulfatase-modifying factor-1. Neurological deterioration is rapid.
D052536	Niemann-Pick Disease, Type A	The classic infantile form of Niemann-Pick Disease, caused by mutation in SPHINGOMYELIN PHOSPHODIESTERASE. It is characterized by accumulation of SPHINGOMYELINS in the cells of the MONONUCLEAR PHAGOCYTE SYSTEM and other cell throughout the body leading to cell death. Clinical signs include JAUNDICE, hepatosplenomegaly, and severe brain damage.
D052537	Niemann-Pick Disease, Type B	An allelic disorder of TYPE A NIEMANN-PICK DISEASE, a late-onset form. It is also caused by mutation in SPHINGOMYELIN PHOSPHODIESTERASE but clinical signs involve only visceral organs (non-neuropathic type).
D052556	Niemann-Pick Disease, Type C	An autosomal recessive lipid storage disorder that is characterized by accumulation of CHOLESTEROL and SPHINGOMYELINS in cells of the VISCERA and the CENTRAL NERVOUS SYSTEM. Type C (or C1) and type D are allelic disorders caused by mutation of the NPC1 gene, which encodes  a protein that mediates intracellular cholesterol transport from LYSOSOMES. Clinical signs include hepatosplenomegaly and chronic neurological symptoms. Type D is a variant in people with a Nova Scotia ancestry.
D052582	Trigger Finger Disorder	A painful disability in the hand affecting the finger or thumb. It is caused by mechanical impingement of the digital flexor tendons as they pass through a narrowed retinacular pulley at the level of the metacarpal head. Thickening of the sheath and fibrocartilaginous metaplasia can occur, and nodules can form. (From Green's Operative Hand Surgery, 5th ed, p2137-58).
D052776	Female Urogenital Diseases	Pathological processes of the female URINARY TRACT and the reproductive system (GENITALIA, FEMALE).
D052798	Balanitis Xerotica Obliterans	An atrophic and sclerotic condition of the head of the PENIS, glans penis. Sometimes it leads to stenosis and occasionally obliteration of the external meatal orifice.
D052801	Male Urogenital Diseases	Pathological processes of the male URINARY TRACT and the reproductive system (GENITALIA, MALE).
D052858	Cystocele	A HERNIA-like condition in which the weakened pelvic muscles cause the URINARY BLADDER to drop from its normal position. Fallen urinary bladder is more common in females with the bladder dropping into the VAGINA and less common in males with the bladder dropping into the SCROTUM.
D052878	Urolithiasis	Formation of stones in any part of the URINARY TRACT, usually in the KIDNEY; URINARY BLADDER; or the URETER.
D052879	Subacute Combined Degeneration	A neuropathy due to VITAMIN B 12 DEFICIENCY or to excessive NITROUS OXIDE inhalation. It is associated with overproduction of the myelinolytic TUMOR NECROSIS FACTOR-ALPHA.
D052880	Pyomyositis	An intramuscular suppuration of the large skeletal muscle groups. It is associated with INFECTION such as STAPHYLOCOCCUS AUREUS and PYODERMA. It was known as a tropical disease but is increasing among the immunocompromised (IMMUNOCOMPROMISED HOST). Symptoms include muscle pain, FEVER, and leucocytosis. It has been diagnosed by MRI SCANS.
D052919	Refsum Disease, Infantile	An early onset form of phytanic acid storage disease with clinical and biochemical signs different from those of REFSUM DISEASE. Features include MENTAL RETARDATION; SENSORINEURAL HEARING LOSS; OSTEOPOROSIS; and severe liver damage. It can be caused by mutation in a number of genes encoding proteins involving in the biogenesis or assembly of PEROXISOMES.
